SATID, YYDDDHHMMSS_SSS,JDAY,AZ_deg,EL_deg,RANGE_km,RATE_km/sec,AZ_RES_deg,EL_RES_deg,RANGE_RES_km,RATE_RES_km/sec,ASTAT,SENID,
36508,23091000545.337,91.003997,263.2332,31.8002,1228.698,-1.1434,-0.0135,-0.0149,0.0022,-0.0001,1,393, 
36508,23091000555.338,91.0041127,267.3309,32.1751,1219.244,-0.7464,-0.0128,-0.0265,0.0043,-0.0002,1,393, 
36508,23091000606.337,91.00424,271.9246,32.4275,1213.479,-0.3009,-0.0132,-0.0178,0.0031,0,1,393, 
36508,23091000616.337,91.0043558,276.1331,32.4765,1212.509,0.107,-0.0168,-0.018,0.0028,-0.0001,1,393, 
36508,23091000626.338,91.0044715,280.3358,32.3627,1215.615,0.5136,-0.0167,-0.0151,0.0001,-0.0004,1,393, 
36508,23091000636.337,91.0045872,284.4846,32.0866,1222.772,0.9158,-0.0167,-0.0128,0.0039,0.0002,1,393, 
36508,23091000646.337,91.004703,288.5412,31.6532,1233.899,1.3082,-0.0168,-0.0151,0.0036,0.0001,1,393, 
36508,23091000656.371,91.0048191,292.4871,31.0845,1248.948,1.6892,-0.0147,-0.011,0.0026,-0.0002,1,393, 
36508,23091000706.372,91.0049349,296.2648,30.3902,1267.681,2.0542,-0.0135,-0.0111,0.003,0.0002,1,393, 
36508,23091000716.371,91.0050506,299.8684,29.5928,1289.972,2.4013,-0.0116,-0.0096,0.0055,0.0003,1,393, 
36508,23091000726.371,91.0051663,303.2845,28.7081,1315.635,2.7285,-0.0104,-0.009,0.002,-0.0004,1,393, 
36508,23091000736.372,91.0052821,306.5072,27.7547,1344.483,3.0369,-0.0093,-0.0091,0.0016,0.0002,1,393, 
36508,23091000746.371,91.0053978,309.535,26.7496,1376.303,3.3239,-0.0076,-0.0101,0.0041,-0.0001,1,393, 
36508,23091000756.371,91.0055136,312.3728,25.7104,1410.896,3.5908,-0.0046,-0.0096,0.0067,0.0001,1,393, 
36508,23091000806.372,91.0056293,315.0218,24.6497,1448.055,3.8376,-0.005,-0.0084,0.0048,0.0001,1,393, 
41335,23091005150.058,91.035996,329.2075,16.5481,1969.251,-2.336,-0.0001,0.0013,0.001,0,1,393, 
41335,23091005200.057,91.0361118,327.0471,16.9547,1947.041,-2.1048,-0.0006,0.0074,0.0006,0.0003,1,393, 
41335,23091005213.073,91.0362624,324.1467,17.4139,1921.659,-1.7928,-0.0042,0.0001,-0.0004,0,1,393, 
41335,23091005223.073,91.0363782,321.8646,17.7277,1904.963,-1.5451,-0.0015,0.0019,-0.0027,-0.0003,1,393, 
41335,23091005233.073,91.0364939,319.533,17.9912,1890.785,-1.2906,-0.0025,-0.0027,0.0009,-0.0001,1,393, 
41335,23091005243.074,91.0366097,317.1647,18.2133,1879.173,-1.031,-0.0009,-0.0021,0.0011,-0.0001,1,393, 
41335,23091005253.073,91.0367254,314.764,18.3875,1870.182,-0.7669,0,-0.0001,0.001,-0.0001,1,393, 
41335,23091005303.073,91.0368411,312.3385,18.5054,1863.848,-0.4994,0.0006,-0.0032,0.0011,0.0001,1,393, 
41335,23091005313.056,91.0369567,309.8992,18.5736,1860.204,-0.2304,-0.0007,-0.0034,0.0017,0,1,393, 
41335,23091005323.056,91.0370724,307.449,18.5888,1859.253,0.04,-0.0014,-0.0032,0.0023,-0.0001,1,393, 
41335,23091005333.056,91.0371881,305.0005,18.5527,1861.009,0.3106,-0.0018,-0.0007,0.0045,0.0001,1,393, 
41335,23091005343.056,91.0373039,302.563,18.4597,1865.458,0.5793,-0.0014,-0.0018,0.0024,-0.0001,1,393, 
41335,23091005353.056,91.0374196,300.1419,18.3168,1872.588,0.8458,-0.0031,-0.0007,0.004,0.0001,1,393, 
41335,23091005403.056,91.0375354,297.7511,18.1204,1882.362,1.1082,-0.0015,-0.0026,0.0038,-0.0002,1,393, 
41335,23091005413.073,91.0376513,295.3885,17.8785,1894.764,1.3668,-0.0021,-0.0013,0.005,0.0001,1,393, 
43476,23091005424.304,91.0377813,272.0451,18.6933,1229.999,-1.1408,-0.0055,-0.0155,0.0035,0.0005,1,393, 
43476,23091005436.304,91.0379202,276.5307,18.9816,1219.311,-0.6373,-0.0019,-0.0143,0.0018,0.0002,1,393, 
43477,23091005444.371,91.0380136,270.9853,18.4632,1239.72,-1.2687,-0.0136,0.0023,0.0004,0,1,393, 
43476,23091005448.304,91.0380591,281.0843,19.1283,1214.738,-0.124,0.0024,-0.0006,0.0043,0.0002,1,393, 
43477,23091005454.372,91.0381293,274.6714,18.7448,1229.092,-0.8552,-0.0133,0.0048,0.0007,-0.0002,1,393, 
43476,23091005458.305,91.0381748,284.8875,19.1137,1215.644,0.3053,0.0015,-0.0042,0.0031,0,1,393, 
43477,23091005505.371,91.0382566,278.797,18.9252,1222.236,-0.3902,-0.0107,-0.0028,-0.0016,-0.0002,1,393, 
43476,23091005508.304,91.0382906,288.6653,18.9954,1220.834,0.7315,-0.0021,-0.0014,0.0048,0.0001,1,393, 
43477,23091005515.371,91.0383723,282.575,18.9803,1220.47,0.037,-0.0123,-0.0054,-0.0015,-0.0001,1,393, 
43476,23091005518.304,91.0384063,292.3916,18.7711,1230.249,1.1499,-0.0052,0.0019,0.0056,0.0001,1,393, 
43477,23091005525.371,91.0384881,286.3561,18.9288,1222.979,0.4638,-0.0089,-0.0052,0.0018,0.0002,1,393, 
43476,23091005528.271,91.0385217,296.0294,18.4431,1243.74,1.5548,-0.005,-0.0001,0.0063,-0.0002,1,393, 
43477,23091005535.371,91.0386038,290.1016,18.7691,1229.731,0.8855,-0.008,-0.0055,0.0039,0.0004,1,393, 
43476,23091005538.271,91.0386374,299.5748,18.0227,1261.263,1.9464,-0.005,-0.0027,0.0087,0,1,393, 
43477,23091005545.371,91.0387196,293.786,18.5097,1240.651,1.2973,-0.0062,-0.0026,0.0008,-0.0002,1,393, 
43476,23091005548.271,91.0387531,302.9963,17.5247,1282.61,2.3199,-0.0047,-0.0028,0.0095,0.0002,1,393, 
43477,23091005555.371,91.0388353,297.3797,18.149,1255.638,1.6972,-0.0067,-0.0056,0.003,0.0002,1,393, 
43476,23091005558.271,91.0388689,306.2798,16.9583,1307.59,2.673,-0.0034,-0.0027,0.0088,0,1,393, 
43477,23091005605.371,91.0389511,300.865,17.7046,1274.539,2.0803,-0.0052,-0.0064,0.0036,0.0001,1,393, 
43476,23091005608.271,91.0389846,309.4124,16.3332,1336,3.0047,-0.0033,-0.0044,0.0112,-0.0002,1,393, 
43477,23091005615.371,91.0390668,304.2207,17.1853,1297.181,2.4449,-0.0047,-0.007,0.0041,0.0001,1,393, 
43476,23091005618.271,91.0391004,312.3909,15.664,1367.617,3.3146,-0.0018,-0.0047,0.0118,-0.0001,1,393, 
43477,23091005625.371,91.0391825,307.4351,16.6066,1323.367,2.7891,-0.004,-0.0032,0.0031,0,1,393, 
43476,23091005628.271,91.0392161,315.2092,14.9589,1402.223,3.6021,-0.0027,-0.006,0.0142,-0.0002,1,393, 
43477,23091005635.371,91.0392983,310.498,15.9683,1352.891,3.1118,-0.0046,-0.0068,0.0047,0,1,393, 
43476,23091005638.272,91.0393319,317.8719,14.2318,1439.594,3.8682,-0.0027,-0.0039,0.011,0.0001,1,393, 
43477,23091005645.371,91.039414,313.407,15.2944,1385.533,3.4128,-0.0042,-0.0047,0.0066,0.0002,1,393, 
43476,23091005648.273,91.0394476,320.3827,13.486,1479.518,4.1131,-0.0011,-0.0034,0.0085,0.0002,1,393, 
43477,23091005655.371,91.0395298,316.1599,14.5869,1421.073,3.6916,-0.004,-0.0048,0.0083,0.0002,1,393, 
43477,23091005705.373,91.0396455,318.7585,13.8579,1459.291,3.9489,-0.0045,-0.0041,-0.0012,-0.0001,1,393, 
36508,23091014531.259,91.0732785,285.8341,3.258,2788.126,-1.1131,-0.0073,0.0015,0.0011,-0.0009,1,393, 
36508,23091014541.259,91.0733942,287.3716,3.385,2777.786,-0.9558,-0.0029,0.0199,0.002,-0.0001,1,393, 
36508,23091014555.26,91.0735563,289.5425,3.5079,2765.955,-0.7341,0.0041,0.017,0.002,-0.0002,1,393, 
36508,23091014610.26,91.0737299,291.8781,3.5778,2756.746,-0.4936,0.0035,-0.0127,0.0006,-0.0002,1,393, 
36508,23091014620.259,91.0738456,293.4408,3.6327,2752.618,-0.3322,0.0015,-0.0037,0,-0.0002,1,393, 
36508,23091014645.259,91.0741349,297.369,3.6468,2749.378,0.0731,0.005,-0.0312,-0.003,-0.0001,1,393, 
36508,23091014655.26,91.0742507,298.9364,3.6317,2750.924,0.2353,0.0022,-0.0336,0,0.0001,1,393, 
36508,23091014705.259,91.0743664,300.507,3.6203,2754.086,0.3969,0.0056,-0.0156,0.0019,0.0001,1,393, 
36508,23091014715.259,91.0744822,302.0682,3.5803,2758.858,0.5575,0.004,-0.0096,0.0021,0.0001,1,393, 
36508,23091014725.26,91.0745979,303.6257,3.5251,2765.23,0.7171,0.0049,-0.0024,0,0,1,393, 
36508,23091014735.259,91.0747136,305.1742,3.4448,2773.195,0.8753,0.0052,-0.0041,0.003,0.0001,1,393, 
36508,23091014750.26,91.0748873,307.4791,3.3042,2788.085,1.1095,0.0062,0.0026,0.002,0.0001,1,393, 
36508,23091014800.259,91.075003,308.998,3.1803,2799.947,1.263,0.0044,-0.0038,0.0016,0,1,393, 
41335,23091022958.086,91.1041445,340.4006,3.1411,2989.261,-1.1067,0.0114,-0.0552,-0.0054,-0.0005,1,393, 
41335,23091023008.085,91.1042602,338.9599,3.2945,2978.993,-0.947,0.002,-0.0041,-0.0057,0.0002,1,393, 
41335,23091023037.086,91.1045959,334.7657,3.5022,2958.312,-0.4775,0.0083,-0.0023,-0.0031,0,1,393, 
41335,23091023047.085,91.1047116,333.3094,3.5425,2954.356,-0.3137,0.012,-0.001,-0.0032,-0.0001,1,393, 
41335,23091023057.085,91.1048274,331.8424,3.5537,2952.04,-0.1493,0.0085,-0.012,-0.0047,-0.0001,1,393, 
41335,23091023107.086,91.1049431,330.377,3.5501,2951.373,0.0155,0.0084,-0.021,-0.0031,0,1,393, 
41335,23091023122.086,91.1051167,328.1786,3.5247,2953.458,0.2623,0.0067,-0.0229,-0.0025,0,1,393, 
41335,23091023152.086,91.105464,323.8082,3.3715,2968.69,0.7517,0.0056,-0.0168,-0.0017,0,1,393, 
41335,23091023202.085,91.1055797,322.3653,3.291,2977.012,0.9125,0.0056,-0.0116,-0.0011,0,1,393, 
41335,23091023212.085,91.1056954,320.9312,3.1896,2986.934,1.0717,0.0052,-0.0114,-0.0018,0,1,393, 
41335,23091023222.086,91.1058112,319.511,3.0758,2998.44,1.2291,0.008,-0.0081,-0.0029,0,1,393, 
41335,23091023242.085,91.1060427,316.7036,2.7979,3026.125,1.5376,0.008,-0.0069,0.0032,0.0003,1,393, 
41335,23091023252.086,91.1061584,315.3219,2.6349,3042.253,1.6879,0.0085,-0.0088,0.0013,0,1,393, 
27944,23091045841.256,91.2074219,328.0267,15.6368,1762.506,-2.6335,0.0005,-0.0672,0.0003,-0.0003,1,393, 
27944,23091045851.256,91.2075377,325.6509,16.1852,1737.473,-2.3719,0.0201,0.0164,-0.0001,-0.0005,1,393, 
27944,23091045902.256,91.207665,322.9238,16.6152,1713.032,-2.0706,0.0195,-0.0179,0.0005,-0.0002,1,393, 
27944,23091045917.256,91.2078386,319.0668,17.1708,1685.179,-1.64,0.0195,-0.0044,0.0029,0.0001,1,393, 
27944,23091045927.256,91.2079544,316.4197,17.4885,1670.263,-1.342,0.0215,0.0172,0.0043,0,1,393, 
27944,23091045937.257,91.2080701,313.7174,17.726,1658.362,-1.0367,0.0202,0.016,0.0033,-0.0001,1,393, 
27944,23091045947.256,91.2081858,310.9745,17.8884,1649.549,-0.7254,0.0187,0.0004,0.0034,0,1,393, 
27944,23091045957.256,91.2083016,308.1968,17.9702,1643.87,-0.4098,0.0121,-0.0321,0.0035,0.0001,1,393, 
27944,23091050007.257,91.2084173,305.4147,18.0154,1641.36,-0.092,0.0174,-0.0359,0.0048,0,1,393, 
27944,23091050017.256,91.2085331,302.6234,18.0039,1642.031,0.2263,0.017,-0.0302,0.0042,0,1,393, 
27944,23091050027.256,91.2086488,299.8433,17.934,1645.881,0.5433,0.0186,-0.0169,0.0046,0,1,393, 
27944,23091050037.257,91.2087645,297.0858,17.7848,1652.886,0.8571,0.0208,-0.0183,0.0039,0,1,393, 
27944,23091050057.256,91.208996,291.6834,17.2982,1676.179,1.468,0.0231,-0.0254,0.0035,-0.0001,1,393, 
27944,23091050107.257,91.2091118,289.0614,16.9531,1692.338,1.7622,0.0253,-0.0457,0.0026,0,1,393, 
27944,23091050117.256,91.2092275,286.5045,16.5856,1711.391,2.047,0.0276,-0.0376,0.0029,0,1,393, 
39086,23091062914.259,91.2703039,19.1611,4.2966,2837.014,-6.5578,-0.0217,-0.0362,-0.0072,-0.0011,1,393, 
39086,23091062930.259,91.2704891,19.7123,5.4262,2732.255,-6.5388,0.0233,-0.0313,-0.002,-0.0007,1,393, 
39086,23091062940.26,91.2706049,20.0665,6.1408,2666.941,-6.5253,0.0427,-0.045,0.0041,-0.0009,1,393, 
39086,23091063000.258,91.2708363,20.8747,7.6377,2536.782,-6.491,0.133,-0.0691,-0.0001,0.0001,1,393, 
39086,23091063045.183,91.2713563,22.8584,11.3941,2247.419,-6.382,0.2128,-0.1067,0.0013,-0.0001,1,393, 
39086,23091063100.282,91.271531,23.4547,12.8887,2151.429,-6.3311,0.0582,-0.0297,-0.0002,0.0002,1,393, 
39086,23091063120.257,91.2717622,24.5422,14.912,2025.748,-6.2499,0.0341,-0.0164,0.0052,0.0003,1,393, 
39086,23091063130.258,91.271878,25.1641,15.9838,1963.479,-6.2023,0.0415,-0.0156,0.0102,0.0002,1,393, 
39086,23091063145.273,91.2720518,26.1845,17.6744,1870.942,-6.1201,0.0541,-0.0243,0.0037,0.0003,1,393, 
39086,23091063200.256,91.2722252,27.339,19.4727,1779.947,-6.0233,0.0834,-0.0429,0.0053,0.0003,1,393, 
39086,23091063210.257,91.2723409,28.1409,20.7688,1720.076,-5.9492,0.0595,-0.0345,0.0129,0.0003,1,393, 
39086,23091063230.255,91.2725724,30.0137,23.524,1602.778,-5.7734,0.0544,-0.056,0.0001,0.0001,1,393, 
39086,23091063240.255,91.2726881,31.1042,25.0157,1545.556,-5.6691,0.07,-0.0643,0.0019,0.0002,1,393, 
39086,23091063250.256,91.2728039,32.2705,26.6029,1489.432,-5.5519,0.0569,-0.0588,0.0012,0.0001,1,393, 
39086,23091063300.256,91.2729196,33.6121,28.2544,1434.558,-5.4203,0.0892,-0.0758,0.0019,0,1,393, 
41240,23091064002.156,91.2778027,290.5271,49.3457,1678.123,-2.0284,-0.001,-0.0272,0.0032,0,1,393, 
41240,23091064016.081,91.2779639,294.9975,50.7899,1651.922,-1.7321,0.002,-0.0373,0.0014,0,1,393, 
41240,23091064031.056,91.2781372,300.2419,52.1709,1628.461,-1.3988,-0.0048,-0.036,0.0007,-0.0002,1,393, 
41240,23091064041.155,91.2782541,304.0265,52.9824,1615.505,-1.1661,-0.0134,-0.0219,0.0002,0,1,393, 
41240,23091064051.156,91.2783699,307.966,53.6527,1605.016,-0.9308,-0.0175,-0.0178,-0.0001,-0.0002,1,393, 
41240,23091064106.081,91.2785426,314.1454,54.3965,1593.797,-0.5718,-0.0158,-0.0104,0.0029,0.0001,1,393, 
41240,23091064121.081,91.2787162,320.5932,54.7928,1587.962,-0.2054,-0.016,-0.0111,0.0021,0,1,393, 
41240,23091064131.155,91.2788328,324.9873,54.8572,1587.139,0.0421,-0.0152,-0.0088,0.0016,0,1,393, 
41240,23091064141.155,91.2789486,329.341,54.7559,1588.789,0.2877,-0.0154,-0.007,0.0019,0.0001,1,393, 
41240,23091064151.155,91.2790643,333.6422,54.4923,1592.895,0.5324,-0.0144,-0.0059,0.0091,0.0006,1,393, 
41240,23091064201.08,91.2791792,337.8085,54.0772,1599.357,0.7713,-0.0165,-0.0051,0.0009,-0.0003,1,393, 
41240,23091064216.081,91.2793528,343.8501,53.1881,1613.609,1.127,-0.0141,0.0024,0.0002,0,1,393, 
41240,23091064231.08,91.2795264,349.4832,52.005,1633.11,1.4712,-0.0161,-0.0015,-0.0006,0,1,393, 
41240,23091064241.081,91.2796421,352.9873,51.0872,1648.941,1.6933,-0.0183,-0.0005,0.0015,0.0002,1,393, 
41240,23091064301.081,91.2798736,359.3741,49.0007,1687.077,2.1156,-0.0185,-0.001,0.0002,0,1,393, 
41335,23091072356.259,91.30829,21.1973,9.3621,2446.296,2.6256,-0.0338,0.0215,0.0032,0.0002,1,393, 
41335,23091072406.258,91.3084058,19.5981,9.011,2473.399,2.7943,-0.0127,0.0168,-0.0037,-0.0019,1,393, 
41335,23091072424.259,91.3086141,16.7994,8.2801,2526.402,3.0891,0.0039,-0.0513,0.0021,0.0003,1,393, 
41335,23091072439.259,91.3087877,14.5543,7.6958,2574.467,3.3177,0.0026,-0.0502,0.0031,0.0002,1,393, 
41335,23091072449.26,91.3089035,13.0993,7.3163,2608.372,3.4626,-0.0084,-0.0252,0.0004,0.0002,1,393, 
41335,23091072504.26,91.3090771,11.0267,6.652,2661.875,3.6687,0.0066,-0.0648,0.0052,0.0002,1,393, 
41335,23091072514.384,91.3091943,9.6672,6.253,2699.686,3.8003,0.0038,-0.0318,0.0056,0.0003,1,393, 
41335,23091072529.26,91.3093664,7.7678,5.6,2757.594,3.983,0.0225,-0.0377,0.0101,0.0003,1,393, 
39086,23091081319.08,91.3425819,327.2365,24.7588,1556.756,-2.7061,-0.0036,-0.0155,0.0025,-0.0005,1,393, 
39086,23091081329.08,91.3426977,324.433,25.4653,1531.119,-2.4196,-0.0014,-0.0041,0.0035,-0.0001,1,393, 
39086,23091081340.08,91.342825,321.2018,26.1579,1506.312,-2.0885,-0.0031,-0.0058,0.0056,0,1,393, 
39086,23091081350.08,91.3429407,318.1441,26.71,1486.991,-1.7738,-0.004,-0.0097,0.0064,0,1,393, 
39086,23091081405.08,91.3431144,313.3694,27.3862,1464.054,-1.2806,-0.0042,-0.0111,0.0063,0,1,393, 
39086,23091081420.08,91.343288,308.416,27.8558,1448.674,-0.7674,-0.0038,-0.0052,0.0056,-0.0002,1,393, 
39086,23091081430.08,91.3434037,305.0451,28.0307,1442.747,-0.4176,-0.0049,-0.0092,0.0068,0.0001,1,393, 
39086,23091081450.08,91.3436352,298.2478,28.0567,1441.447,0.2881,-0.0036,-0.0117,0.0042,-0.0001,1,393, 
39086,23091081500.08,91.3437509,294.8644,27.9047,1446.089,0.6393,-0.0052,-0.0125,0.0062,0.0001,1,393, 
39086,23091081510.08,91.3438667,291.5265,27.6457,1454.216,0.9855,-0.0044,-0.0136,0.0046,0,1,393, 
39086,23091081525.056,91.34404,286.6505,27.0699,1472.78,1.4903,-0.0058,-0.0163,0.0064,0.0001,1,393, 
39086,23091081545.08,91.3442718,280.4604,25.9952,1509.089,2.1284,-0.005,-0.0174,0.0069,0,1,393, 
39086,23091081555.08,91.3443875,277.5367,25.3485,1531.885,2.4282,-0.0059,-0.0179,0.0096,0.0002,1,393, 
39086,23091081605.082,91.3445033,274.738,24.6446,1557.605,2.7136,-0.0054,-0.0159,0.0052,0.0001,1,393, 
39086,23091081615.081,91.344619,272.0668,23.8915,1586.106,2.9842,-0.0068,-0.014,0.0094,0.0002,1,393, 
41240,23091083642.258,91.3588224,320.6622,28.0301,2301.84,-2.5027,-0.0021,-0.0093,0.0046,-0.0003,1,393, 
41240,23091083652.258,91.3589382,322.3955,28.6066,2277.496,-2.3658,-0.0014,-0.0111,0.0051,0,1,393, 
41240,23091083703.258,91.3590655,324.3591,29.2157,2252.322,-2.2105,-0.0057,-0.0138,0.0043,-0.0003,1,393, 
41240,23091083713.257,91.3591812,326.2048,29.7495,2230.946,-2.0645,-0.0058,-0.011,0.0027,-0.0002,1,393, 
41240,23091083723.257,91.359297,328.1026,30.2571,2211.05,-1.9141,-0.0067,-0.0076,0.0022,-0.0001,1,393, 
41240,23091083733.258,91.3594127,330.0529,30.7296,2192.678,-1.7599,-0.0069,-0.0097,0.0044,-0.0002,1,393, 
41240,23091083743.257,91.3595284,332.0523,31.1789,2175.869,-1.6015,-0.007,-0.0023,0.0032,0,1,393, 
41240,23091083753.258,91.3596442,334.0996,31.5793,2160.659,-1.4399,-0.0067,-0.0085,0.0036,-0.0003,1,393, 
41240,23091083803.258,91.3597599,336.1914,31.945,2147.085,-1.2745,-0.0057,-0.0111,0.0026,-0.0001,1,393, 
41240,23091083813.257,91.3598757,338.3225,32.2736,2135.179,-1.1062,-0.0053,-0.0099,0.0006,-0.0001,1,393, 
41240,23091083823.257,91.3599914,340.4877,32.563,2124.971,-0.9351,-0.0068,-0.0048,0.0011,0,1,393, 
41240,23091083833.258,91.3601072,342.6854,32.805,2116.484,-0.762,-0.0074,-0.0017,0.0013,-0.0002,1,393, 
41240,23091083843.257,91.3602229,344.9101,32.9992,2109.739,-0.5867,-0.007,0.001,-0.0016,-0.0002,1,393, 
41240,23091083853.257,91.3603386,347.1538,33.1504,2104.759,-0.4097,-0.0081,0.0095,0.0007,0,1,393, 
41240,23091083903.258,91.3604544,349.4101,33.2343,2101.553,-0.2318,-0.0109,0.0007,0.0038,0.0001,1,393, 
41335,23091090215.079,91.3765634,14.8526,33.9806,1307.243,4.3425,-0.0436,0.0313,0.0015,-0.0005,1,393, 
41335,23091090227.081,91.3767023,12.0759,31.8939,1361.029,4.6151,-0.0299,0.0077,-0.0044,-0.0001,1,393, 
41335,23091090239.055,91.3768409,9.6171,29.9109,1417.763,4.8551,-0.0348,0.0107,0.0028,0.0003,1,393, 
41335,23091090249.055,91.3769567,7.8003,28.3112,1467.219,5.033,-0.0244,0.007,0.004,0,1,393, 
41335,23091090259.181,91.3770739,6.1368,26.7493,1519.016,5.1951,-0.0149,0.0002,0.001,-0.0001,1,393, 
41335,23091090309.155,91.3771893,4.635,25.2825,1571.566,5.3387,-0.0204,0.0042,0.0061,0,1,393, 
41335,23091090319.056,91.3773039,3.2911,23.8789,1625.065,5.4668,-0.0131,0.0014,0.001,-0.0001,1,393, 
41335,23091090329.056,91.3774196,2.0472,22.5191,1680.332,5.5838,-0.0103,-0.002,0.0062,0.0004,1,393, 
41335,23091090339.081,91.3775357,0.9078,21.2182,1736.843,5.6886,-0.0059,0.0002,0.0073,0,1,393, 
41335,23091090354.081,91.3777093,359.3688,19.3679,1823.235,5.8266,-0.0057,-0.0008,0.0084,0,1,393, 
41335,23091090409.157,91.3778838,358.0054,17.6222,1911.995,5.9453,-0.0014,-0.0008,0.0074,-0.0001,1,393, 
41335,23091090419.158,91.3779995,357.186,16.5203,1971.807,6.0149,0.0011,-0.0024,0.0069,0.0002,1,393, 
41335,23091090429.158,91.3781153,356.4255,15.4623,2032.276,6.0773,0.0025,-0.003,0.0109,0.0001,1,393, 
41335,23091090439.159,91.378231,355.7171,14.4449,2093.335,6.1334,0.002,-0.003,0.004,-0.0004,1,393, 
41335,23091090449.083,91.3783459,355.0625,13.4729,2154.467,6.1844,0.0014,-0.0025,0.0083,-0.0002,1,393, 
41240,23091103411.259,91.4404081,337.8512,28.8098,2270.23,-3.3104,-0.0004,-0.0095,0.0047,-0.0003,1,393, 
41240,23091103421.258,91.4405238,339.387,29.6111,2237.72,-3.1914,-0.0055,-0.0039,0.0009,-0.0005,1,393, 
41240,23091103432.183,91.4406503,341.1518,30.4689,2203.598,-3.0546,-0.0032,-0.0082,0.0001,-0.0002,1,393, 
41240,23091103442.183,91.440766,342.8337,31.2523,2173.702,-2.924,-0.0074,-0.0043,-0.0004,-0.0003,1,393, 
41240,23091103452.182,91.4408817,344.5867,32.032,2145.144,-2.7874,-0.0128,0.0085,-0.0013,-0.0001,1,393, 
41240,23091103512.183,91.4411132,348.3285,33.5265,2092.254,-2.4978,-0.0156,0.0202,-0.0011,-0.0002,1,393, 
41240,23091103522.182,91.441229,350.3168,34.2374,2068.041,-2.3444,-0.0151,0.0232,-0.002,0,1,393, 
41240,23091103532.182,91.4413447,352.3836,34.9235,2045.389,-2.1854,-0.0143,0.0291,0.0002,0.0002,1,393, 
41240,23091103542.183,91.4414605,354.5333,35.5512,2024.35,-2.0214,-0.0093,0.0088,0.0025,0,1,393, 
41240,23091103552.182,91.4415762,356.7511,36.1614,2004.976,-1.8524,-0.0106,0.0081,-0.0017,-0.0003,1,393, 
41240,23091103602.182,91.4416919,359.0494,36.7258,1987.318,-1.6781,-0.0073,0.003,-0.006,-0.0003,1,393, 
41240,23091103612.183,91.4418077,1.4154,37.2526,1971.433,-1.499,-0.007,0.0066,-0.0016,-0.0001,1,393, 
41240,23091103627.257,91.4419821,5.1087,37.9458,1950.916,-1.2215,-0.0048,0.0088,-0.0037,-0.0001,1,393, 
41240,23091103637.182,91.442097,7.6111,38.3303,1939.719,-1.0342,-0.006,0.0086,-0.0051,-0.0001,1,393, 
41240,23091103647.182,91.4422128,10.1851,38.6591,1930.336,-0.8421,-0.0061,0.011,-0.0043,0.0001,1,393, 
41335,23091104013.255,91.4445979,263.186,31.5002,1367.763,-0.2142,-0.0256,-0.0185,0.0047,0,1,393, 
41335,23091104023.255,91.4447136,266.8927,31.5222,1367.409,0.1432,-0.0249,-0.0168,0.0055,0,1,393, 
41335,23091104034.255,91.4448409,270.9588,31.4031,1371.14,0.5346,-0.0219,-0.009,0.0041,-0.0002,1,393, 
41335,23091104044.256,91.4449567,274.6092,31.1569,1378.251,0.8865,-0.0214,-0.0076,0.003,0,1,393, 
41335,23091104054.255,91.4450724,278.1896,30.7856,1388.848,1.2313,-0.0209,-0.0117,0.0056,0.0001,1,393, 
41335,23091104104.255,91.4451881,281.6769,30.3068,1402.842,1.5664,-0.0211,-0.0123,0.0012,-0.0003,1,393, 
41335,23091104114.256,91.4453039,285.0539,29.7376,1420.149,1.8914,-0.0197,-0.0029,0.0077,0.0004,1,393, 
41335,23091104124.255,91.4454196,288.3057,29.0808,1440.626,2.2021,-0.0154,0.0069,0.0091,-0.0001,1,393, 
41335,23091104134.255,91.4455354,291.4144,28.3266,1464.142,2.4989,-0.0151,-0.0049,0.0052,-0.0004,1,393, 
41335,23091104144.256,91.4456511,294.3757,27.5192,1490.558,2.7811,-0.0162,-0.007,0.0033,-0.0001,1,393, 
41335,23091104154.255,91.4457668,297.189,26.6629,1519.713,3.0473,-0.0156,-0.0075,0.0051,-0.0001,1,393, 
41335,23091104204.255,91.4458826,299.8535,25.7709,1551.453,3.2976,-0.0143,-0.0043,0.0067,-0.0001,1,393, 
41335,23091104214.256,91.4459983,302.369,24.8455,1585.615,3.5321,-0.0145,-0.0058,0.0034,0,1,393, 
41335,23091104224.255,91.4461141,304.7429,23.9055,1622.044,3.7513,-0.0125,-0.0024,0.008,0.0003,1,393, 
41335,23091104234.256,91.4462298,306.9777,22.9515,1660.586,3.9548,-0.0119,-0.0014,0.0058,0.0001,1,393, 
36508,23091115740.074,91.4983805,352.6116,16.553,1810.23,-6.1523,-0.0018,-0.006,0.0065,0,1,393, 
36508,23091115750.173,91.4984974,351.8035,17.7484,1748.437,-6.0828,-0.0008,-0.0024,0.0001,-0.0002,1,393, 
36508,23091115800.172,91.4986131,350.9264,18.9862,1687.992,-6.0049,-0.0034,-0.0025,-0.0042,0.0004,1,393, 
36508,23091115810.173,91.4987289,349.9685,20.2936,1628.36,-5.9187,-0.0042,0.0045,-0.0029,-0.0002,1,393, 
36508,23091115820.172,91.4988446,348.9194,21.654,1569.658,-5.8214,-0.0029,-0.0022,-0.0035,-0.0003,1,393, 
36508,23091115830.172,91.4989603,347.7614,23.0932,1511.988,-5.7113,-0.0033,-0.0021,-0.0004,0.0001,1,393, 
