SATID, YYDDDHHMMSS_SSS,JDAY,AZ_deg,EL_deg,RANGE_km,RATE_km/sec,AZ_RES_deg,EL_RES_deg,RANGE_RES_km,RATE_RES_km/sec,ASTAT,SENID,
39086,23094145032.184,94.6184281,12.4562,4.4261,2832.237,2.9,-0.0271,0.03,0.0056,0.0001,1,393, 
39086,23094145042.186,94.6185438,11.0929,4.11,2861.941,3.0405,-0.0264,0.0245,-0.0023,0,1,393, 
39086,23094145102.185,94.6187753,8.4597,3.4606,2925.451,3.3072,-0.0245,0.0269,0.0014,-0.0001,1,393, 
39086,23094145117.185,94.6189489,6.5731,2.9265,2976.483,3.495,-0.0161,0.0051,0.0024,0,1,393, 
39086,23094162758.081,94.6860889,18.0518,21.6939,1683.441,4.217,-0.0262,0.0201,-0.0056,-0.0007,1,393, 
39086,23094162818.081,94.6863204,14.259,19.7244,1771.475,4.5758,-0.0015,-0.0081,-0.0049,-0.0003,1,393, 
39086,23094162843.081,94.6866097,10.1259,17.3635,1890.717,4.9501,-0.0082,0.0039,-0.0005,-0.0001,1,393, 
39086,23094162858.083,94.6867834,7.9446,15.9882,1966.429,5.1403,-0.0137,0.0074,-0.0062,0,1,393, 
39086,23094162918.082,94.6870148,5.3484,14.2072,2071.486,5.3594,-0.0116,0.0019,-0.0026,-0.0001,1,393, 
39086,23094162933.082,94.6871884,3.6022,12.9203,2152.968,5.5016,-0.0086,-0.003,-0.0007,0.0001,1,393, 
39086,23094162943.083,94.6873042,2.528,12.0845,2208.417,5.5868,-0.0012,-0.008,-0.0048,0,1,393, 
39086,23094162958.083,94.6874778,1.0218,10.8741,2293.105,5.7021,0.0002,-0.0079,-0.0013,0,1,393, 
39086,23094163038.083,94.6879408,357.5768,7.8427,2526.371,5.9474,0.0024,-0.01,0.0026,0,1,393, 
39086,23094163053.084,94.6881144,356.4658,6.7754,2616.141,6.0202,0.0032,-0.0104,-0.0029,-0.0001,1,393, 
39086,23094163118.084,94.6884038,354.7914,5.0753,2767.985,6.1232,0.0008,-0.0082,0.0032,0,1,393, 
39086,23094163133.085,94.6885774,353.885,4.097,2860.234,6.1752,0.002,-0.0071,0.0008,0.0001,1,393, 
39086,23094163158.086,94.6888667,352.5099,2.529,3015.561,6.2482,0.002,-0.0061,-0.003,0,1,393, 
39086,23094163228.086,94.689214,351.0573,0.7386,3204.09,6.3169,0.0038,-0.0077,0.0044,0.0001,1,393, 
39086,23094163238.086,94.6893297,350.6137,0.1635,3267.357,6.336,0.0037,-0.007,0.0072,0.0002,1,393, 
39086,23094180512.253,94.753614,275.4224,49.902,997.8259,1.1456,-0.0253,-0.0153,0.0055,0,1,393, 
39086,23094180522.253,94.7537298,281.7042,48.804,1011.69,1.6241,-0.0221,-0.0124,0.0063,0.0003,1,393, 
39086,23094180533.253,94.7538571,288.0419,47.2516,1032.327,2.1233,-0.0207,-0.013,0.0065,-0.0001,1,393, 
39086,23094180558.254,94.7541465,300.0351,42.8782,1098.395,3.1306,-0.0222,-0.0092,0.001,-0.0002,1,393, 
39086,23094180618.254,94.7543779,307.4293,39.0216,1167.882,3.7971,-0.0212,-0.008,0.0055,0.0003,1,393, 
39086,23094180628.254,94.7544937,310.5235,37.098,1207.312,4.0845,-0.0166,0,0.0053,0.0001,1,393, 
39086,23094180643.254,94.7546673,314.5299,34.2615,1271.498,4.4636,-0.0178,-0.007,0.0074,0.0001,1,393, 
39086,23094180653.254,94.754783,316.8501,32.4453,1317.258,4.6845,-0.0162,-0.0043,0.0081,0.0002,1,393, 
39086,23094180703.255,94.7548988,318.9289,30.6883,1365.111,4.8825,-0.0164,-0.0067,0.004,0.0001,1,393, 
39086,23094180713.255,94.7550145,320.803,29.0026,1414.837,5.0598,-0.0138,-0.007,0.0026,0,1,393, 
39086,23094180723.255,94.7551303,322.4943,27.3845,1466.248,5.2188,-0.0133,-0.0103,0.0077,0.0003,1,393, 
39086,23094180733.255,94.755246,324.0265,25.84,1519.154,5.3604,-0.0145,-0.0106,0.0054,-0.0001,1,393, 
39086,23094180743.255,94.7553617,325.4229,24.3649,1573.406,5.4876,-0.0146,-0.0102,0.0044,-0.0001,1,393, 
39086,23094180753.255,94.7554775,326.6973,22.9554,1628.868,5.602,-0.0162,-0.0107,0.0091,0.0003,1,393, 
39086,23094180803.256,94.7555932,327.8694,21.6113,1685.403,5.7036,-0.0149,-0.0089,0.002,-0.0002,1,393, 
39086,23094194525.183,94.8232081,279.9674,8.1286,2494.027,-0.0132,-0.0151,-0.0434,0.0154,-0.0003,1,393, 
39086,23094194537.183,94.823347,282.0801,8.1149,2495.194,0.2072,-0.0038,-0.0464,0.0185,0.0004,1,393, 
39086,23094194613.183,94.8237637,288.3388,7.9229,2514.409,0.8582,-0.0043,-0.0128,0.0159,0.0001,1,393, 
39086,23094194638.184,94.8240531,292.6013,7.613,2541.373,1.2965,-0.002,-0.0021,0.0155,0.0001,1,393, 
39086,23094194708.184,94.8244003,297.5677,7.0621,2587.872,1.7987,0.0029,-0.0065,0.0147,0,1,393, 
39086,23094194803.184,94.8250369,306.0939,5.6857,2710.254,2.631,0.0039,0.0045,0.0054,-0.0001,1,393, 
39086,23094194833.185,94.8253841,310.3835,4.764,2795.287,3.0304,0.0066,0.004,0.0135,0.0001,1,393, 
39086,23094194858.185,94.8256734,313.7401,3.9116,2874.875,3.3321,-0.0007,-0.0152,0.015,0.0001,1,393, 
39086,23094194918.185,94.8259049,316.2964,3.2327,2943.754,3.5534,0.0011,0.0061,0.0102,0,1,393, 
39086,23094194928.185,94.8260207,317.535,2.8995,2979.813,3.6576,0.0076,0.0323,0.0095,-0.0001,1,393, 
39086,23094194938.185,94.8261364,318.7407,2.5374,3016.895,3.7577,0.0108,0.0347,0.0101,-0.0001,1,393, 
39086,23094194948.185,94.8262521,319.9144,2.1624,3054.955,3.8537,0.0111,0.0288,0.0089,-0.0001,1,393, 
39086,23094195013.186,94.8265415,322.7257,1.223,3154.132,4.0761,0.0135,0.0288,0.0066,-0.0001,1,393, 
39086,23094195023.187,94.8266573,323.7926,0.8129,3195.311,4.1585,0.0051,-0.0003,0.0045,0,1,393, 
39086,23094195043.186,94.8268887,325.863,0.0429,3280.045,4.3123,0.0047,-0.0017,0.01,0,1,393, 
22824,23094210022.079,94.8752555,7.0563,34.7092,1284.581,-5.3919,-0.0189,0,-0.0207,0.0005,1,393, 
22824,23094210032.079,94.8753713,6.0442,36.9925,1231.518,-5.2178,-0.1174,-0.0484,-0.0135,0.0001,1,393, 
22824,23094210046.08,94.8755333,4.6445,40.5717,1160.408,-4.9323,-0.0352,-0.0223,-0.0093,-0.0004,1,393, 
22824,23094210101.08,94.8757069,2.6265,44.8013,1089.116,-4.5624,-0.0031,-0.0056,-0.007,-0.0003,1,393, 
22824,23094210116.078,94.8758805,359.9255,49.4695,1023.935,-4.1149,0.0259,0.0058,-0.0176,-0.0004,1,393, 
22824,23094210126.079,94.8759963,357.5336,52.8229,984.4958,-3.7673,0.0214,0.0098,-0.0112,-0.0004,1,393, 
22824,23094210136.078,94.876112,354.448,56.3313,948.7424,-3.377,-0.0109,-0.0056,-0.0129,-0.0002,1,393, 
22824,23094210206.078,94.8764592,337.9234,67.3052,867.9733,-1.9438,-0.0274,-0.0225,-0.0088,0.0001,1,393, 
22824,23094210231.078,94.8767486,305.1178,74.0325,837.049,-0.504,-0.0097,-0.0168,-0.0041,0.0002,1,393, 
22824,23094210241.079,94.8768643,286.0391,74.5664,835.0297,0.101,-0.0026,-0.0209,-0.0034,0.0001,1,393, 
36508,23094222547.63,94.9345791,19.8145,26.1094,1400.078,5.1358,-0.0149,0.0016,-0.0291,0.0002,1,393, 
36508,23094222559.256,94.9347136,17.7947,24.3751,1460.896,5.3236,-0.0281,0.011,-0.0338,0.0001,1,393, 
36508,23094222612.081,94.934862,15.8474,22.538,1530.357,5.504,-0.0145,-0.0006,-0.0324,0,1,393, 
36508,23094222622.532,94.934983,14.4162,21.1245,1588.567,5.6328,-0.0139,-0.0008,-0.0323,-0.0002,1,393, 
36508,23094222702.082,94.9354408,10.048,16.3382,1819.255,6.0055,-0.021,0.0071,-0.0301,-0.0001,1,393, 
36508,23094222722.432,94.9356763,8.3127,14.1644,1942.921,6.143,-0.0101,0.001,-0.0278,-0.0001,1,393, 
36508,23094222742.058,94.9359034,6.857,12.2409,2064.569,6.2503,-0.0187,0.0066,-0.0333,0,1,393, 
36508,23094222802.083,94.9361352,5.5876,10.4067,2190.65,6.3389,-0.0077,-0.0015,-0.0354,-0.0002,1,393, 
36508,23094222817.083,94.9363088,4.7401,9.1183,2286.167,6.3944,-0.0044,-0.0046,-0.0306,0,1,393, 
36508,23094222827.435,94.9364286,4.2089,8.2666,2352.525,6.4274,0.0045,-0.0064,-0.0432,-0.0003,1,393, 
36508,23094222837.534,94.9365455,3.705,7.4698,2417.6,6.4573,-0.0054,-0.0008,-0.0323,0.0003,1,393, 
36508,23094222847.435,94.9366601,3.2465,6.71,2481.654,6.4825,-0.0089,0.002,-0.0384,-0.0002,1,393, 
36508,23094222902.059,94.9368294,2.6238,5.6241,2576.711,6.5159,-0.0075,0.0024,-0.034,-0.0001,1,393, 
36508,23094222912.06,94.9369451,2.2294,4.9063,2641.972,6.5358,-0.005,0.002,-0.0403,0,1,393, 
36508,23094222922.36,94.9370644,1.845,4.1875,2709.392,6.5543,-0.0037,0.0021,-0.0347,0.0003,1,393, 
5398,23094224356.061,94.9471766,286.2755,1.6861,3083.856,-2.2221,-0.0073,0.0479,-0.0184,-0.0011,1,393, 
5398,23094224406.06,94.9472924,287.6042,1.8662,3062.259,-2.0985,0.006,0.0292,-0.0195,-0.0004,1,393, 
5398,23094224422.06,94.9474775,289.7511,2.1464,3030.3,-1.8958,0.0112,0.0136,-0.0186,-0.0001,1,393, 
41335,23094230750.28,94.9637764,15.4811,29.3683,1433.585,-5.8329,0.0095,0.0085,-0.0273,0.0005,1,393, 
41335,23094230800.28,94.9638921,15.4278,31.34,1375.819,-5.7175,-0.0238,0.006,-0.0269,0,1,393, 
41335,23094230819.279,94.964112,15.3688,35.5082,1269.623,-5.4504,-0.0317,0.0109,-0.0246,0.0004,1,393, 
41335,23094230834.279,94.9642856,15.3022,39.2325,1189.771,-5.1874,-0.0326,0.005,-0.0238,0,1,393, 
41335,23094230844.279,94.9644014,15.231,41.9672,1138.913,-4.9801,-0.0399,0.0026,-0.0214,-0.0001,1,393, 
41335,23094230859.279,94.964575,15.0942,46.4985,1066.881,-4.6121,-0.0443,0.005,-0.0206,0,1,393, 
41335,23094230914.278,94.9647486,14.9065,51.594,1000.954,-4.1637,-0.038,0.009,-0.0221,0.0004,1,393, 
41335,23094230924.279,94.9648643,14.7013,55.324,961.0276,-3.8142,-0.0474,0.0052,-0.0166,0.0001,1,393, 
41335,23094230939.279,94.965038,14.2778,61.4549,908.2505,-3.2054,-0.0433,0.0055,-0.0156,0,1,393, 
41335,23094230959.278,94.9652694,13.084,70.5941,853.5833,-2.2309,-0.05,0.005,-0.0164,0.0001,1,393, 
43476,23094232314.178,94.9744697,13.7206,31.8514,869.2803,5.7791,-0.003,-0.0082,-0.0273,-0.0002,1,393, 
43476,23094232326.079,94.9746074,11.9711,28.5534,939.5819,6.0259,-0.0119,-0.0047,-0.0324,-0.0002,1,393, 
43476,23094232339.079,94.9747579,10.4428,25.3967,1019.353,6.2372,-0.0251,-0.0036,-0.0309,-0.0001,1,393, 
43476,23094232354.079,94.9749315,9.0586,22.2347,1114.38,6.4242,-0.0233,-0.0019,-0.0312,-0.0002,1,393, 
43476,23094232404.179,94.9750484,8.2867,20.3513,1179.789,6.5243,-0.0245,0.0051,-0.0293,-0.0003,1,393, 
43476,23094232419.055,94.9752205,7.3412,17.8522,1277.761,6.643,-0.0162,0.0011,-0.0367,-0.0003,1,393, 
43476,23094232429.08,94.9753366,6.8016,16.3375,1344.696,6.708,-0.0101,0.0036,-0.0339,0,1,393, 
43476,23094232439.181,94.9754535,6.3198,14.9248,1412.736,6.7631,-0.0061,0.0059,-0.0381,-0.0002,1,393, 
43476,23094232449.182,94.9755692,5.8934,13.6205,1480.607,6.8097,-0.005,0.0045,-0.0456,-0.0002,1,393, 
43476,23094232509.181,94.9758007,5.1673,11.2606,1617.581,6.8834,-0.0062,0.0034,-0.0366,-0.0002,1,393, 
43476,23094232524.156,94.975974,4.7154,9.6731,1720.991,6.9255,-0.0066,0.0035,-0.0334,0.0001,1,393, 
43476,23094232534.632,94.9760953,4.4366,8.6376,1793.662,6.9489,-0.0072,0.0029,-0.0425,-0.0005,1,393, 
43476,23094232549.182,94.9762637,4.09,7.2904,1894.989,6.9768,-0.0107,0.0041,-0.0368,0,1,393, 
43476,23094232604.082,94.9764361,3.7834,6.0038,1999.116,6.9988,-0.0104,0.0057,-0.0352,0,1,393, 
43476,23094232629.085,94.9767255,3.3534,4.0175,2174.445,7.0248,-0.0079,0.0062,-0.0494,-0.0001,1,393, 
36508,23095000144.373,95.001208,261.1258,27.062,1364.07,-1.5596,-0.0351,-0.0069,-0.0459,0.0005,1,393, 
36508,23095000154.372,95.0013237,264.608,27.5046,1350.204,-1.2119,-0.03,-0.015,-0.0446,-0.0001,1,393, 
36508,23095000205.439,95.0014518,268.5571,27.8854,1338.977,-0.8154,-0.03,-0.0088,-0.0459,-0.0002,1,393, 
36508,23095000215.471,95.001568,272.2038,28.0937,1332.634,-0.4485,-0.0292,-0.0183,-0.0449,0.0002,1,393, 
36508,23095000225.471,95.0016837,275.8743,28.1882,1329.992,-0.0797,-0.0281,-0.0202,-0.0439,-0.0001,1,393, 
36508,23095000235.571,95.0018006,279.5895,28.1668,1331.075,0.2937,-0.0258,-0.0142,-0.0435,-0.0001,1,393, 
36508,23095000250.271,95.0019707,284.9481,27.9132,1339.362,0.8319,-0.0231,-0.0066,-0.0411,0.0002,1,393, 
36508,23095000300.438,95.0020884,288.5847,27.5852,1349.676,1.1955,-0.0184,-0.0071,-0.0395,0,1,393, 
36508,23095000310.371,95.0022034,292.0504,27.1573,1363.282,1.5419,-0.0152,-0.0081,-0.0355,0.0004,1,393, 
36508,23095000320.373,95.0023191,295.4351,26.6311,1380.394,1.8784,-0.0116,-0.0075,-0.0348,0.0004,1,393, 
36508,23095000330.372,95.0024349,298.6958,26.0195,1400.797,2.2008,-0.0089,-0.0064,-0.0352,0.0001,1,393, 
36508,23095000340.372,95.0025506,301.8208,25.3344,1424.355,2.5081,-0.008,-0.0049,-0.0351,-0.0002,1,393, 
36508,23095000350.373,95.0026664,304.8044,24.5871,1450.912,2.7999,-0.007,-0.0039,-0.0346,0.0002,1,393, 
36508,23095000400.372,95.0027821,307.6415,23.7889,1480.297,3.0748,-0.0056,-0.004,-0.0312,0.0004,1,393, 
36508,23095000410.374,95.0028978,310.3319,22.9505,1512.349,3.3322,-0.0043,-0.0054,-0.0323,0.0001,1,393, 
41335,23095022628.26,95.101716,338.642,3.5888,2951.036,-1.0119,0.0109,0.0077,0.005,-0.0005,1,393, 
41335,23095022640.26,95.1018549,336.8917,3.7108,2940.066,-0.8167,0.006,0.0191,0.0054,-0.0001,1,393, 
41335,23095022654.26,95.1020169,334.8405,3.8054,2930.238,-0.587,0.0065,0.0147,0.0055,-0.0001,1,393, 
41335,23095022704.26,95.1021326,333.3664,3.8568,2925.196,-0.4215,0.0058,0.0155,0.0068,0,1,393, 
41335,23095022714.26,95.1022484,331.8883,3.8803,2921.811,-0.2555,0.0056,0.0055,0.0073,-0.0001,1,393, 
41335,23095022724.26,95.1023641,330.4065,3.9068,2920.088,-0.089,0.0044,0.0157,0.0063,-0.0001,1,393, 
41335,23095022734.26,95.1024799,328.9255,3.907,2920.033,0.0778,0.005,0.0168,0.0067,0,1,393, 
41335,23095022749.26,95.1026535,326.7051,3.8841,2923.073,0.3274,0.0049,0.0276,0.0062,-0.0001,1,393, 
41335,23095022759.26,95.1027692,325.231,3.8306,2927.176,0.4931,0.0069,0.0179,0.0056,-0.0001,1,393, 
41335,23095022814.26,95.1029428,323.0287,3.7279,2936.43,0.7399,0.0084,0.0127,0.0083,-0.0001,1,393, 
41335,23095022829.26,95.1031164,320.8439,3.591,2949.358,0.9835,0.0098,0.0106,0.0049,-0.0002,1,393, 
41335,23095022839.26,95.1032322,319.399,3.4848,2959.997,1.1438,0.0098,0.0144,0.0039,-0.0002,1,393, 
41335,23095022849.26,95.1033479,317.9653,3.356,2972.235,1.3026,0.0092,0.0113,0.008,0.0002,1,393, 
41335,23095022859.26,95.1034637,316.5455,3.2161,2986.043,1.4587,0.0093,0.0124,0.0095,0.0002,1,393, 
41335,23095022914.26,95.1036373,314.4443,2.9783,3009.645,1.688,0.0102,0.0137,0.0052,0,1,393, 
27944,23095041030.079,95.1739592,337.5594,29.7941,1215.85,-4.0919,-0.0409,-0.0363,-0.0014,0.0014,1,393, 
27944,23095041042.054,95.1740978,333.7846,31.637,1169.014,-3.7216,-0.0041,-0.0159,-0.0024,-0.0002,1,393, 
27944,23095041101.08,95.1743181,326.7225,34.4453,1104.545,-3.0368,-0.0168,-0.0034,0.0009,-0.0006,1,393, 
27944,23095041136.078,95.1747231,310.4189,38.5168,1024.466,-1.4809,-0.0184,0.0064,-0.0055,-0.0003,1,393, 
27944,23095041151.279,95.1748991,302.2025,39.4448,1007.75,-0.7129,-0.0203,-0.0133,-0.0023,-0.0002,1,393, 
27944,23095041221.153,95.1752448,285.452,39.3245,1009.718,0.8431,-0.0189,-0.0019,-0.0042,0,1,393, 
27944,23095041231.153,95.1753606,280.0393,38.7014,1020.691,1.3487,-0.0243,0.0091,-0.0036,0.0001,1,393, 
27944,23095041306.079,95.1757648,263.4794,34.7601,1096.356,2.9272,-0.0203,-0.0112,-0.0009,0.0001,1,393, 
27944,23095041321.079,95.1759384,257.6923,32.575,1144.578,3.4903,-0.0118,-0.0253,-0.0013,0.0001,1,393, 
41240,23095061456.256,95.2603733,302.5276,43.6847,1798.006,-1.8285,-0.0257,0.0058,0.0019,-0.0003,1,393, 
41240,23095061506.256,95.2604891,305.3556,44.4248,1780.715,-1.6293,-0.0152,-0.0109,0.003,0,1,393, 
41240,23095061520.256,95.2606511,309.4982,45.3612,1759.907,-1.3416,-0.0149,-0.0165,0.0027,-0.0001,1,393, 
41240,23095061530.256,95.2607669,312.5913,45.94,1747.544,-1.1301,-0.0154,-0.0149,0.0015,-0.0001,1,393, 
41240,23095061540.257,95.2608826,315.7858,46.431,1737.318,-0.9144,-0.015,-0.0122,0.002,0,1,393, 
41240,23095061550.256,95.2609983,319.0638,46.8265,1729.27,-0.6951,-0.0155,-0.0088,0.004,0.0002,1,393, 
41240,23095061600.256,95.2611141,322.4104,47.1062,1723.423,-0.4737,-0.0156,-0.0189,0.0026,-0.0002,1,393, 
41240,23095061610.281,95.2612301,325.8123,47.2834,1719.799,-0.2492,-0.0166,-0.0248,0.0024,0.0001,1,393, 
41240,23095061620.281,95.2613458,329.2339,47.3594,1718.43,-0.0247,-0.0162,-0.0214,0.0031,0,1,393, 
41240,23095061635.256,95.2615192,334.3547,47.264,1720.58,0.3114,-0.0167,-0.0177,0.0025,-0.0002,1,393, 
41240,23095061645.256,95.2616349,337.7386,47.062,1724.814,0.5349,-0.0182,-0.0165,0.0034,0.0001,1,393, 
41240,23095061655.257,95.2617507,341.0725,46.7511,1731.268,0.7557,-0.0182,-0.0182,0.0021,-0.0001,1,393, 
41240,23095061705.256,95.2618664,344.3311,46.3389,1739.914,0.9736,-0.0201,-0.0203,-0.0014,-0.0002,1,393, 
41240,23095061715.256,95.2619821,347.5043,45.8363,1750.73,1.1883,-0.0198,-0.0182,0.0021,0.0002,1,393, 
41240,23095061725.257,95.2620979,350.5736,45.2437,1763.665,1.3981,-0.0207,-0.0189,0.0018,0.0001,1,393, 
22824,23095065002.179,95.2847474,11.8501,40.5602,1155.79,4.234,0.0218,-0.0152,0.0052,0.0001,1,393, 
22824,23095065014.154,95.284886,8.7523,37.9229,1208.426,4.5501,-0.0354,0.029,0.0038,-0.0001,1,393, 
22824,23095065026.254,95.2850261,6.0933,35.3761,1265.206,4.8283,-0.0915,0.0599,0.0038,-0.0001,1,393, 
22824,23095065036.255,95.2851418,4.2255,33.3597,1314.523,5.0304,-0.1053,0.0658,0.0011,-0.0001,1,393, 
22824,23095065046.356,95.2852588,2.6196,31.3789,1366.268,5.2119,-0.068,0.0264,-0.0013,0.0001,1,393, 
22824,23095065056.255,95.2853733,1.2362,29.5426,1418.663,5.3699,-0.0221,-0.0044,0.0047,0.0001,1,393, 
22824,23095065106.255,95.2854891,359.9351,27.8116,1473.086,5.5118,-0.0265,-0.0056,0.0062,0.0001,1,393, 
22824,23095065116.255,95.2856048,358.782,26.1738,1528.848,5.638,-0.0185,-0.0037,0.0074,0,1,393, 
22824,23095065126.255,95.2857205,357.7192,24.6269,1585.803,5.7504,-0.0331,0.0042,0.0095,0,1,393, 
22824,23095065136.256,95.2858363,356.7837,23.1465,1643.82,5.8507,-0.0231,-0.0007,0.0056,0,1,393, 
22824,23095065146.256,95.285952,355.938,21.7355,1702.784,5.9402,-0.0104,-0.0105,0.0072,0.0001,1,393, 
22824,23095065156.256,95.2860678,355.154,20.4061,1762.596,6.0201,-0.0113,-0.0074,0.011,0.0001,1,393, 
22824,23095065206.256,95.2861835,354.4404,19.1371,1823.16,6.0916,-0.0091,-0.0076,0.0106,0.0001,1,393, 
22824,23095065216.256,95.2862993,353.7789,17.93,1884.401,6.1556,-0.0138,-0.0048,0.0103,0.0001,1,393, 
22824,23095065226.257,95.286415,353.1745,16.7784,1946.252,6.213,-0.0144,-0.0009,0.0076,0,1,393, 
39086,23095074800.154,95.3250018,337.3311,31.8309,1332.38,-3.8038,-0.0072,-0.0015,0.0012,-0.0001,1,393, 
39086,23095074810.254,95.3251187,334.3174,33.2476,1295.394,-3.5165,-0.0094,-0.001,0.0033,0.0001,1,393, 
39086,23095074824.354,95.3252819,329.6494,35.1621,1248.873,-3.074,-0.0081,-0.0057,0.0032,-0.0001,1,393, 
39086,23095074834.354,95.3253976,325.9907,36.4489,1219.833,-2.7302,-0.008,-0.0053,0.0039,-0.0001,1,393, 
39086,23095074849.179,95.3255692,320.0273,38.1691,1183.4,-2.1766,-0.0068,-0.0086,0.0037,-0.0001,1,393, 
39086,23095074909.255,95.3258016,310.9866,39.9791,1147.849,-1.3528,-0.0061,-0.0118,0.0049,-0.0002,1,393, 
39086,23095074919.254,95.3259173,306.1412,40.5875,1136.487,-0.9175,-0.0079,-0.0113,0.0039,0.0001,1,393, 
39086,23095074929.254,95.326033,301.145,40.9637,1129.532,-0.4718,-0.0078,-0.0118,0.0029,0,1,393, 
39086,23095074939.255,95.3261488,296.0666,41.0932,1127.071,-0.0202,-0.0081,-0.0111,0.0051,0.0001,1,393, 
39086,23095074949.155,95.3262634,291.0376,40.9706,1129.085,0.427,-0.0081,-0.0113,0.0045,0.0001,1,393, 
39086,23095074959.254,95.3263803,285.9827,40.5937,1135.68,0.8778,-0.0099,-0.0125,0.0045,0,1,393, 
39086,23095075009.279,95.3264963,281.115,39.9858,1146.684,1.3153,-0.0117,-0.013,0.0056,0.0002,1,393, 
39086,23095075024.255,95.3266696,274.2532,38.6983,1171.102,1.9394,-0.0108,-0.0133,0.0049,0.0001,1,393, 
39086,23095075034.254,95.3267853,269.9996,37.6298,1192.473,2.3316,-0.0103,-0.0142,0.006,0.0001,1,393, 
39086,23095075044.254,95.3269011,266.0317,36.434,1217.657,2.7013,-0.0113,-0.0144,0.0066,0.0001,1,393, 
41240,23095081134.358,95.3413699,324.9314,26.6929,2358.994,-2.6425,0.0071,-0.0517,0.0067,-0.0007,1,393, 
41240,23095081144.358,95.3414856,326.5834,27.2888,2333.222,-2.5122,0.0117,-0.0378,0.0074,-0.0001,1,393, 
41240,23095081155.358,95.3416129,328.4448,27.9354,2306.397,-2.3642,0.0025,-0.0111,0.0078,0.0001,1,393, 
41240,23095081205.358,95.3417287,330.1958,28.4816,2283.443,-2.2256,-0.0019,-0.0073,0.0066,-0.0002,1,393, 
41240,23095081215.358,95.3418444,331.9979,29.0118,2261.902,-2.0823,-0.0067,0.0034,0.0078,0,1,393, 
41240,23095081230.282,95.3420172,334.7916,29.7293,2232.464,-1.8608,-0.0045,-0.0061,0.0047,0,1,393, 
41240,23095081245.282,95.3421908,337.7047,30.3949,2206.274,-1.6296,-0.0052,-0.0049,0.0033,-0.0001,1,393, 
41240,23095081300.283,95.3423644,340.7195,30.9882,2183.616,-1.3902,-0.0061,-0.0005,0.0036,-0.0001,1,393, 
41240,23095081315.282,95.342538,343.8265,31.4885,2164.611,-1.1434,-0.0061,-0.0047,0.0077,0.0001,1,393, 
41240,23095081325.282,95.3426537,345.9445,31.7633,2154.011,-0.9755,-0.0047,-0.0156,0.0053,0.0001,1,393, 
41240,23095081340.282,95.3428273,349.1719,32.1162,2141.291,-0.7197,-0.0076,-0.0098,0.0042,-0.0002,1,393, 
41240,23095081350.282,95.3429431,351.3544,32.3033,2134.962,-0.5465,-0.0093,0.0027,0.0058,-0.0001,1,393, 
41240,23095081400.282,95.3430588,353.5535,32.4306,2130.369,-0.372,-0.0123,0.0025,0.0053,0,1,393, 
41240,23095081410.282,95.3431746,355.7684,32.509,2127.523,-0.1968,-0.0125,0.0015,0.0021,-0.0003,1,393, 
41240,23095081430.357,95.3434069,0.2296,32.5198,2127.121,0.1564,-0.0124,0.0005,0.0007,-0.0002,1,393, 
39086,23095092616.058,95.3932414,333.3735,8.702,2457.585,-1.8396,0.0332,0.025,0.0085,-0.0006,1,393, 
39086,23095092630.058,95.3934034,330.9378,8.9414,2433.71,-1.5706,0.0178,-0.0362,0.0126,0.0003,1,393, 
39086,23095092640.059,95.3935192,329.1775,9.0952,2418.98,-1.3744,0.0168,-0.0694,0.0141,0.0001,1,393, 
39086,23095092650.058,95.3936349,327.3936,9.2566,2406.234,-1.1744,0.0142,-0.0708,0.0155,0.0003,1,393, 
39086,23095092700.058,95.3937507,325.5955,9.4398,2395.497,-0.9718,0.017,-0.0252,0.0134,0,1,393, 
39086,23095092710.059,95.3938664,323.7767,9.571,2386.802,-0.7664,0.0156,-0.0056,0.0117,-0.0001,1,393, 
39086,23095092720.058,95.3939822,321.9475,9.6653,2380.175,-0.5589,0.0166,0.0039,0.0112,-0.0001,1,393, 
39086,23095092730.058,95.3940979,320.109,9.7333,2375.632,-0.3498,0.018,0.0144,0.0124,0,1,393, 
39086,23095092740.059,95.3942136,318.2602,9.7621,2373.182,-0.1399,0.0154,0.0134,0.0115,0,1,393, 
39086,23095092750.058,95.3943294,316.4095,9.7583,2372.837,0.0705,0.0129,0.0076,0.0136,0.0001,1,393, 
39086,23095092800.058,95.3944451,314.5613,9.7201,2374.591,0.2806,0.0119,-0.0047,0.0125,0.0001,1,393, 
39086,23095092820.058,95.3946766,310.8858,9.5915,2384.383,0.6978,0.0125,0.0013,0.0131,0.0001,1,393, 
39086,23095092835.058,95.3948502,308.1573,9.4229,2397.165,1.0058,0.0113,0.0045,0.0125,0,1,393, 
39086,23095092845.058,95.3949659,306.3574,9.2717,2408.235,1.2079,0.0092,0.0002,0.0116,0,1,393, 
39086,23095092855.059,95.3950817,304.5774,9.1,2421.313,1.4071,0.0072,0.0003,0.0118,0.0002,1,393, 
41240,23095100831.158,95.4225828,334.2927,27.7433,2314.991,-3.8905,0.0183,-0.0168,0.0077,0.0004,1,393, 
41240,23095100841.158,95.4226986,335.5621,28.651,2276.57,-3.7921,0.007,-0.0138,0.0056,-0.0002,1,393, 
41240,23095100852.157,95.4228259,337.0336,29.6656,2235.486,-3.6769,-0.0047,-0.0026,0.0018,-0.0001,1,393, 
41240,23095100902.157,95.4229416,338.4497,30.5875,2199.266,-3.5662,-0.0098,0.0016,0.0014,-0.0001,1,393, 
